sale_id;line_id;date;time;store_id;store_type;zone;surface;hyper;specialty_brands;open_time;open_to_clients_hours;open_days;foot_traffic_by_hour;daily_foot_traffic;nb_employees;employee_id;employee_profile;monthly_salary;anciennete_mois;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;favorite_brand;has_loyalty_card;customer_profile;loyalty_points_used;loyalty_points_earned;product_id;product_kind;brand;category;model;color;size;price_sold;tva_rate;price_ht;tva_amount;loyalty_discount_ttc;gross_price_ttc_before_loyalty;base_price;is_best_seller;total_discount_applied;special_offer_discount;discount_value_fidelity;ajust_value_magasin;discount_val_month;pct_economise;year_month;CA_month
V007819;L0009779;2024-02-14;15:50;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0029;M;16;Asics;true;fidele_marque;0;6;P040;shoe;Asics;Casual;Flex;Light Green;45;67,15;0,2;55,96;11,19;0;67,15;79;false;11,85;0;0;0;11,85;15;2024-02;12069,86
V007820;L0009780;2024-02-23;16:34;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0151;F;21;;false;sneakerhead;0;0;P051;shoe;Asics;Limited Edition;Flex;Black;34;183,6;0,2;153;30,6;0;183,6;183,6;true;0;0;0;0;0;0;2024-02;12069,86
V007821;L0009781;2024-02-07;14:57;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0022;Stagiaire;668;14;2023-10-21;Apprentice;0,25;0,75;C0237;F;21;New Balance;false;fidele_marque;0;0;P052;shoe;New Balance;Trail;Zoom;Gold;35;74;0,2;61,67;12,33;0;74;74;false;0;0;0;0;0;0;2024-02;12069,86
V007822;L0009782;2024-02-05;13:07;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0233;M;32;;false;impulsif;0;0;P035;shoe;Puma;Running;Zoom;Deep Purple;33;93,6;0,2;78;15,6;0;93,6;104;false;10,4;0;0;0;10,4;10;2024-02;12069,86
V007823;L0009783;2024-02-27;12:15;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0044;F;25;;true;impulsif;0;26;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;269;0,2;224,17;44,83;0;269;269;false;0;0;0;0;0;0;2024-02;12069,86
V007824;L0009784;2024-02-29;09:49;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0229;M;16;;true;chasseur_de_promos;0;20;P004;shoe;Asics;Limited Edition;Max;Black;34;204;0,2;170;34;0;204;204;false;0;0;0;0;0;0;2024-02;12069,86
V007825;L0009785;2024-02-22;14:48;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0109;F;25;;true;chasseur_de_promos;0;13;P058;shoe;Puma;Trail;Air;White;36;133,25;0,2;111,04;22,21;0;133,25;145;false;11,75;11,75;0;0;0;8,1;2024-02;12069,86
V007826;L0009786;2024-02-20;16:30;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0023;Stagiaire;650;12;2023-12-03;Apprentice;0,22;0,78;C0016;M;20;;true;sneakerhead;0;26;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;269;0,2;224,17;44,83;0;269;269;false;0;0;0;0;0;0;2024-02;12069,86
V007827;L0009787;2024-02-02;12:45;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0178;F;18;;true;impulsif;142;10;P032;shoe;Adidas;Basketball;Zoom;Gold;33;109,8;0,2;91,5;18,3;14,2;124;124;false;14,2;0;14,2;0;0;11,45;2024-02;12069,86
V007828;L0009788;2024-02-06;12:39;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0197;M;39;Asics;true;fidele_marque;0;15;P038;shoe;Asics;Basketball;Zoom;Premium Black;39;159;0,2;132,5;26,5;0;159;159;false;0;0;0;0;0;0;2024-02;12069,86
V007829;L0009789;2024-02-02;09:37;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0231;M;35;;true;chasseur_de_promos;0;12;P033;shoe;Adidas;Casual;Air;Brown Bear;30;129,6;0,2;108;21,6;0;129,6;129,6;true;0;0;0;0;0;0;2024-02;12069,86
V007830;L0009790;2024-02-01;10:03;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0249;F;40;;true;impulsif;0;22;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;229;0,2;190,83;38,17;0;229;229;false;0;0;0;0;0;0;2024-02;12069,86
V007831;L0009791;2024-02-14;18:55;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0021;M;37;;true;sneakerhead;0;11;P006;shoe;Puma;Casual;Elite;Premium Black;35;113,4;0,2;94,5;18,9;0;113,4;113,4;true;0;0;0;0;0;0;2024-02;12069,86
V007832;L0009792;2024-02-27;13:05;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0142;F;31;;true;impulsif;0;14;P055;shoe;New Balance;Running;Pro;Light Green;37;139;0,2;115,83;23,17;0;139;139;false;0;0;0;0;0;0;2024-02;12069,86
V007832;L0009793;2024-02-27;13:05;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0142;F;31;;true;impulsif;0;14;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;10;0,2;8,33;1,67;0;10;10;false;0;0;0;0;0;0;2024-02;12069,86
V007833;L0009794;2024-02-27;10:25;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0138;F;42;;true;sneakerhead;0;21;P019;shoe;New Balance;Trail;Max;White;43;171,72;0,2;143,1;28,62;0;171,72;171,72;true;0;0;0;0;0;0;2024-02;12069,86
V007833;L0009795;2024-02-27;10:25;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0138;F;42;;true;sneakerhead;0;21;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;10;0,2;8,33;1,67;0;10;10;false;0;0;0;0;0;0;2024-02;12069,86
V007833;L0009796;2024-02-27;10:25;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0138;F;42;;true;sneakerhead;0;21;A007;accessory;Accessoire;Chaussettes;Chaussettes;White;M;30;0,2;25;5;0;30;30;false;0;0;0;0;0;0;2024-02;12069,86
V007834;L0009797;2024-02-05;09:20;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0149;M;21;New Balance;true;fidele_marque;126;25;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;256,4;0,2;213,67;42,73;12,6;269;269;false;12,6;0;12,6;0;0;4,68;2024-02;12069,86
V007835;L0009798;2024-02-19;17:16;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0135;F;16;;true;sneakerhead;0;26;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;269;0,2;224,17;44,83;0;269;269;false;0;0;0;0;0;0;2024-02;12069,86
V007836;L0009799;2024-02-12;18:02;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0138;F;42;;true;sneakerhead;0;14;P059;shoe;Puma;Casual;Air;Light Green;36;85,32;0,2;71,1;14,22;0;85,32;85,32;true;0;0;0;0;0;0;2024-02;12069,86
V007836;L0009800;2024-02-12;18:02;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0138;F;42;;true;sneakerhead;0;14;P036;shoe;Puma;Running;Pro;Sunny Yellow;36;60;0,2;50;10;0;60;60;false;0;0;0;0;0;0;2024-02;12069,86
V007837;L0009801;2024-02-16;18:43;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0224;F;23;Adidas;true;fidele_marque;0;12;P033;shoe;Adidas;Casual;Air;Brown Bear;30;129,6;0,2;108;21,6;0;129,6;129,6;true;0;0;0;0;0;0;2024-02;12069,86
V007838;L0009802;2024-02-14;09:40;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0113;F;17;;true;sneakerhead;0;8;P059;shoe;Puma;Casual;Air;Light Green;36;85,32;0,2;71,1;14,22;0;85,32;85,32;true;0;0;0;0;0;0;2024-02;12069,86
V007839;L0009803;2024-02-26;11:45;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0137;F;30;;true;chasseur_de_promos;192;19;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;196;0,2;163,33;32,67;19,2;215,2;269;false;73;0;19,2;0;53,8;27,14;2024-02;12069,86
V007840;L0009804;2024-02-14;10:38;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0212;M;32;;false;sneakerhead;0;0;P050;shoe;New Balance;Running;Max;Light Green;41;143,1;0,2;119,25;23,85;0;143,1;159;false;15,9;0;0;0;15,9;10;2024-02;12069,86
V007841;L0009805;2024-02-02;12:49;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0038;M;37;;true;chasseur_de_promos;0;11;P031;shoe;Adidas;Running;Max;Deep Purple;36;110;0,2;91,67;18,33;0;110;110;false;0;0;0;0;0;0;2024-02;12069,86
V007842;L0009806;2024-02-14;10:28;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0079;M;21;;false;impulsif;0;0;P002;shoe;New Balance;Trail;Pro;Classic Grey;33;114;0,2;95;19;0;114;114;false;0;0;0;0;0;0;2024-02;12069,86
V007843;L0009807;2024-02-23;15:21;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0236;F;54;;false;chasseur_de_promos;0;0;P004;shoe;Asics;Limited Edition;Max;Black;34;183,6;0,2;153;30,6;0;183,6;204;false;20,4;0;0;0;20,4;10;2024-02;12069,86
V007844;L0009808;2024-02-02;10:12;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0025;M;27;New Balance;true;fidele_marque;0;13;P064;shoe;New Balance;Running;Air;Black;30;138,1;0,2;115,08;23,02;0;138,1;144;false;5,9;5,9;0;0;0;4,1;2024-02;12069,86
V007845;L0009809;2024-02-06;12:23;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0023;Stagiaire;650;12;2023-12-03;Apprentice;0,22;0,78;C0073;M;29;;true;sneakerhead;0;20;P004;shoe;Asics;Limited Edition;Max;Black;34;204;0,2;170;34;0;204;204;false;0;0;0;0;0;0;2024-02;12069,86
V007846;L0009810;2024-02-12;13:37;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0212;M;32;;false;sneakerhead;0;0;P004;shoe;Asics;Limited Edition;Max;Black;34;204;0,2;170;34;0;204;204;false;0;0;0;0;0;0;2024-02;12069,86
V007847;L0009811;2024-02-09;11:37;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0163;M;28;;true;chasseur_de_promos;0;7;P005;shoe;New Balance;Training;Flex;Gold;36;70,16;0,2;58,47;11,69;0;70,16;80;false;9,84;9,84;0;0;0;12,3;2024-02;12069,86
V007848;L0009812;2024-02-09;13:51;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0260;M;31;;true;sneakerhead;183;6;P040;shoe;Asics;Casual;Flex;Light Green;45;60,7;0,2;50,58;10,12;18,3;79;79;false;18,3;0;18,3;0;0;23,16;2024-02;12069,86
V007849;L0009813;2024-02-05;18:52;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0070;F;42;;true;chasseur_de_promos;0;5;P036;shoe;Puma;Running;Pro;Sunny Yellow;36;50,1;0,2;41,75;8,35;0;50,1;60;false;9,9;9,9;0;0;0;16,5;2024-02;12069,86
V007850;L0009814;2024-02-08;09:05;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0214;F;32;;true;sneakerhead;0;14;P055;shoe;New Balance;Running;Pro;Light Green;37;139;0,2;115,83;23,17;0;139;139;false;0;0;0;0;0;0;2024-02;12069,86
V007850;L0009815;2024-02-08;09:05;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0214;F;32;;true;sneakerhead;0;14;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;10;0,2;8,33;1,67;0;10;10;false;0;0;0;0;0;0;2024-02;12069,86
V007851;L0009816;2024-02-08;10:28;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0220;M;29;;true;sneakerhead;0;25;P033;shoe;Adidas;Casual;Air;Brown Bear;30;117,94;0,2;98,28;19,66;0;117,94;129,6;true;11,66;11,66;0;0;0;9;2024-02;12069,86
V007851;L0009817;2024-02-08;10:28;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0220;M;29;;true;sneakerhead;0;25;P039;shoe;Adidas;Casual;Zoom;White;30;134;0,2;111,67;22,33;0;134;134;false;0;0;0;0;0;0;2024-02;12069,86
V007852;L0009818;2024-02-05;09:31;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0153;M;30;;true;sneakerhead;0;8;P054;shoe;Adidas;Running;Max;Red Blood;37;85;0,2;70,83;14,17;0;85;85;false;0;0;0;0;0;0;2024-02;12069,86
V007853;L0009819;2024-02-02;14:31;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0258;M;44;;true;chasseur_de_promos;0;11;P055;shoe;New Balance;Running;Pro;Light Green;37;115,79;0,2;96,49;19,3;0;115,79;139;false;23,21;23,21;0;0;0;16,7;2024-02;12069,86
V007854;L0009820;2024-02-14;11:53;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0141;F;30;;true;chasseur_de_promos;174;10;P032;shoe;Adidas;Basketball;Zoom;Gold;33;106,6;0,2;88,83;17,77;17,4;124;124;false;17,4;0;17,4;0;0;14,03;2024-02;12069,86
V007855;L0009821;2024-02-14;13:46;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0033;M;31;;true;sneakerhead;0;17;P001;shoe;Adidas;Limited Edition;Elite;Gold;39;176;0,2;146,67;29,33;0;176;220;false;44;0;0;0;44;20;2024-02;12069,86
V007856;L0009822;2024-02-28;16:08;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0041;F;26;Adidas;true;fidele_marque;0;11;P031;shoe;Adidas;Running;Max;Deep Purple;36;110;0,2;91,67;18,33;0;110;110;false;0;0;0;0;0;0;2024-02;12069,86
V007857;L0009823;2024-02-02;13:26;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0172;F;38;;true;sneakerhead;0;29;P048;shoe;New Balance;Limited Edition;Max;Premium Black;40;269;0,2;224,17;44,83;0;269;269;false;0;0;0;0;0;0;2024-02;12069,86
V007857;L0009824;2024-02-02;13:26;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0172;F;38;;true;sneakerhead;0;29;A005;accessory;Accessoire;Lacets;Lacets;White;M;25;0,2;20,83;4,17;0;25;25;false;0;0;0;0;0;0;2024-02;12069,86
V007858;L0009825;2024-02-20;18:15;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0047;M;34;;false;chasseur_de_promos;0;0;P026;shoe;Puma;Limited Edition;Flex;Black;30;158,65;0,2;132,21;26,44;0;158,65;190;false;31,35;31,35;0;0;0;16,5;2024-02;12069,86
V007859;L0009826;2024-02-08;16:23;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0042;M;16;;true;sneakerhead;0;22;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;229;0,2;190,83;38,17;0;229;229;false;0;0;0;0;0;0;2024-02;12069,86
V007860;L0009827;2024-02-12;09:01;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0016;M;20;;true;sneakerhead;0;8;P059;shoe;Puma;Casual;Air;Light Green;36;85,32;0,2;71,1;14,22;0;85,32;85,32;true;0;0;0;0;0;0;2024-02;12069,86
V007861;L0009828;2024-02-12;15:46;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0022;Stagiaire;668;14;2023-10-21;Apprentice;0,25;0,75;C0209;F;50;;true;sneakerhead;0;22;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;229;0,2;190,83;38,17;0;229;229;false;0;0;0;0;0;0;2024-02;12069,86
V007862;L0009829;2024-02-01;15:11;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0235;F;16;Puma;true;fidele_marque;0;6;P036;shoe;Puma;Running;Pro;Sunny Yellow;36;60;0,2;50;10;0;60;60;false;0;0;0;0;0;0;2024-02;12069,86
V007863;L0009830;2024-02-22;17:29;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0246;M;44;;true;impulsif;0;11;P046;shoe;New Balance;Training;Elite;Deep Blue;41;110;0,2;91,67;18,33;0;110;110;false;0;0;0;0;0;0;2024-02;12069,86
V007864;L0009831;2024-02-14;15:23;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0056;F;17;;true;chasseur_de_promos;0;21;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;217,55;0,2;181,29;36,26;0;217,55;229;false;11,45;0;0;0;11,45;5;2024-02;12069,86
V007865;L0009832;2024-02-27;16:45;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0023;Stagiaire;650;12;2023-12-03;Apprentice;0,22;0,78;C0220;M;29;;true;sneakerhead;0;13;P055;shoe;New Balance;Running;Pro;Light Green;37;139;0,2;115,83;23,17;0;139;139;false;0;0;0;0;0;0;2024-02;12069,86
V007866;L0009833;2024-02-23;11:40;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0232;F;56;;true;sneakerhead;0;22;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;229;0,2;190,83;38,17;0;229;229;false;0;0;0;0;0;0;2024-02;12069,86
V007867;L0009834;2024-02-05;16:02;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0249;F;40;;true;impulsif;0;14;P064;shoe;New Balance;Running;Air;Black;30;144;0,2;120;24;0;144;144;false;0;0;0;0;0;0;2024-02;12069,86
V007868;L0009835;2024-02-13;10:57;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0100;F;45;;true;sneakerhead;0;22;P012;shoe;Adidas;Limited Edition;Zoom;Black;41;229;0,2;190,83;38,17;0;229;229;false;0;0;0;0;0;0;2024-02;12069,86
V007869;L0009836;2024-02-21;16:59;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0055;M;22;;false;chasseur_de_promos;0;0;P032;shoe;Adidas;Basketball;Zoom;Gold;33;124;0,2;103,33;20,67;0;124;124;false;0;0;0;0;0;0;2024-02;12069,86
V007870;L0009837;2024-02-21;18:21;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0254;M;49;;false;impulsif;0;0;P010;shoe;Puma;Training;Air;White;43;152,1;0,2;126,75;25,35;0;152,1;169;false;16,9;0;0;0;16,9;10;2024-02;12069,86
V007870;L0009838;2024-02-21;18:21;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0254;M;49;;false;impulsif;0;0;A008;accessory;Accessoire;Tee-shirt;Tee-shirt;Black;M;20;0,2;16,67;3,33;0;20;20;false;0;0;0;0;0;0;2024-02;12069,86
V007871;L0009839;2024-02-21;12:20;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0153;M;30;;true;sneakerhead;0;16;P038;shoe;Asics;Basketball;Zoom;Premium Black;39;159;0,2;132,5;26,5;0;159;159;false;0;0;0;0;0;0;2024-02;12069,86
V007871;L0009840;2024-02-21;12:20;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0153;M;30;;true;sneakerhead;0;16;A002;accessory;Accessoire;Lacets;Lacets;Deep Blue;S;10;0,2;8,33;1,67;0;10;10;false;0;0;0;0;0;0;2024-02;12069,86
V007872;L0009841;2024-02-27;15:40;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0003;M;16;;true;impulsif;0;7;P045;shoe;Asics;Basketball;Pro;Classic Grey;39;73,4;0,2;61,17;12,23;0;73,4;85;false;11,6;7,35;0;0;4,25;13,65;2024-02;12069,86
V007873;L0009842;2024-02-06;16:22;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0021;Blase;2403;240;2004-12-13;Support;0,26;0,74;C0212;M;32;;false;sneakerhead;0;0;P051;shoe;Asics;Limited Edition;Flex;Black;34;183,6;0,2;153;30,6;0;183,6;183,6;true;0;0;0;0;0;0;2024-02;12069,86
V007874;L0009843;2024-02-13;09:44;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0020;Blase;2735;216;2006-12-05;Support;0,25;0,75;C0068;M;36;;true;chasseur_de_promos;0;9;P011;shoe;Adidas;Trail;Air;Red Blood;43;91,8;0,2;76,5;15,3;0;91,8;91,8;true;0;0;0;0;0;0;2024-02;12069,86
V007875;L0009844;2024-02-29;18:02;S04;Standard;Centre-ville;87;non;Puma|Adidas|New Balance|Asics;10;9h/19h;open 5/7;14;140;5;E0022;Stagiaire;668;14;2023-10-21;Apprentice;0,25;0,75;C0157;M;27;;true;impulsif;0;15;P050;shoe;New Balance;Running;Max;Light Green;41;159;0,2;132,5;26,5;0;159;159;false;0;0;0;0;0;0;2024-02;12069,86
